id,name,type,usage_count
99,tongue,0,315802
100,tongue_out,0,230353
101,twin_drills,0,38019
102,twintails,0,784817
107,2girls,0,875189
108,:<,0,35811
109,>_<,0,55091
110,?,0,55140
111,ass,0,521521
112,blue_hair,0,719996
113,bow,0,1003952
114,bowtie,0,242580
115,broom,0,29336
116,broom_riding,0,8208
117,closed_eyes,0,582387
118,clothes_pull,0,71963
119,crotch_rub,0,2362
120,dress_lift,0,29832
121,hat,0,1048906
122,holding,0,1054109
123,imagining,0,5163
124,long_hair,0,3712827
125,multiple_girls,0,1329125
126,open_mouth,0,1990680
127,panties,0,587418
128,pantyhose,0,450183
129,pantyhose_pull,0,10454
130,pantyshot,0,63161
131,ponytail,0,522458
132,red_eyes,0,1100002
133,standing,0,752853
134,striped_clothes,0,202107
135,striped_panties,0,40368
136,thought_bubble,0,25955
137,top_hat,0,26194
138,turtleneck,0,92000
139,very_long_hair,0,798310
140,white_pantyhose,0,39064
141,wind,0,46983
142,wind_lift,0,14660
146,aqua_hair,0,100723
147,earrings,0,446798
148,elbow_gloves,0,270017
149,gloves,0,1136620
150,jewelry,0,849539
151,pink_gloves,0,8814
152,shadow,0,97768
153,thighhighs,0,1047781
154,white_thighhighs,0,181453
159,purple_eyes,0,682659
161,back_bow,0,18055
162,brown_pantyhose,0,29559
163,crossed_arms,0,70788
164,flats,0,3445
165,grey_hair,0,544953
166,hair_bow,0,463765
167,long_legs,0,22662
168,maid,0,124318
169,maid_headdress,0,119694
173,bat_wings,0,54525
174,bloomers,0,19582
176,dark,0,12953
177,full_moon,0,35063
178,mob_cap,0,65700
179,moon,0,67292
180,polearm,0,49855
181,red_moon,0,4330
182,spear,0,23640
183,spear_the_gungnir,0,1985
184,weapon,0,515637
185,white_bloomers,0,6275
186,wrist_cuffs,0,128723
188,alternate_hairstyle,0,91912
189,armpits,0,210774
190,arms_up,0,160668
191,blonde_hair,0,1332619
192,completely_nude,0,147031
193,fire,0,58461
194,floating_hair,0,101631
195,gradient_background,0,118660
196,hair_bobbles,0,50490
197,hair_ornament,0,1197374
198,loli,0,127500
199,no_pussy,0,4737
200,nude,0,429647
201,pink_eyes,0,226096
202,red_background,0,44652
206,antenna_hair,0,59561
207,long_skirt,0,29259
208,purple_skirt,0,28886
209,skirt,0,1351223
210,sky,0,364417
211,sweater,0,161824
215,=_=,0,23437
216,^^^,0,47067
217,bandage_over_one_eye,0,4145
218,bandages,0,77726
219,black_hair,0,1252259
220,black_skirt,0,239865
221,black_thighhighs,0,276400
222,boots,0,391965
223,detached_sleeves,0,364830
224,eyepatch,0,66939
225,purple_hair,0,534547
226,torn_clothes,0,122624
227,two_side_up,0,144752
228,zettai_ryouiki,0,123575
235,...,0,41551
236,animal,0,85454
237,bag,0,193508
238,briefcase,0,3999
239,brown_eyes,0,757171
240,cat,0,66602
241,orange_hair,0,193094
242,pleated_skirt,0,425475
243,robot_ears,0,4470
244,school_bag,0,27197
245,school_briefcase,0,1568
246,speech_bubble,0,180677
247,spoken_ellipsis,0,27652
248,sweater_vest,0,31545
249,vest,0,175929
254,hair_over_one_eye,0,196558
255,hairclip,0,285669
256,hatching_(texture),0,5793
257,linear_hatching,0,1563
258,low_ponytail,0,39390
259,parted_lips,0,405183
260,pink_sailor_collar,0,2050
261,portrait,0,60757
262,sailor_collar,0,223826
263,serafuku,0,288742
264,shirt,0,1422903
265,sidelocks,0,497423
266,signature,0,244402
267,split_mouth,0,10586
268,teeth,0,381814
269,white_shirt,0,649729
271,blush_stickers,0,81145
272,buttons,0,107488
273,green_background,0,32487
274,green_hair,0,351080
275,hairband,0,405856
276,milestone_celebration,0,4123
277,thank_you,0,4466
279,arms_behind_back,0,74279
280,blue_skirt,0,145452
281,glasses,0,314261
282,rimless_eyewear,0,7912
283,round_eyewear,0,29823
285,mole,0,198779
286,mole_under_eye,0,123583
287,pink_bow,0,58855
288,shopping_bag,0,6750
289,v_arms,0,23971
291,cowboy_shot,0,451096
292,grin,0,189614
293,hand_on_own_hip,0,128330
294,red_skirt,0,92431
296,arm_behind_back,0,31290
297,blue_theme,0,24283
298,neck_ribbon,0,109923
300,purple_theme,0,8518
301,white_theme,0,3291
304,hand_to_own_mouth,0,14841
305,hime_cut,0,19899
306,leg_lift,0,15929
307,looking_back,0,249338
308,miniskirt,0,221394
309,polka_dot,0,54962
310,polka_dot_background,0,13242
311,shoes,0,351409
312,skirt_lift,0,66856
313,socks,0,317076
314,white_panties,0,168216
315,white_socks,0,83276
318,barefoot,0,322268
319,bikini,0,431745
320,crop_top,0,153262
321,dual_persona,0,32260
322,feet,0,172000
323,open_fly,0,14155
324,shorts,0,354562
325,side-tie_bikini_bottom,0,84648
326,sitting,0,797932
327,squatting,0,71779
328,strapless,0,125672
329,thighs,0,476308
330,tube_top,0,14420
331,unzipped,0,14541
332,wariza,0,74229
333,yellow_bikini,0,13092
337,book,0,120479
338,comic,0,480647
339,foreshortening,0,45696
340,hat_bow,0,47191
341,index_finger_raised,0,40148
342,orange_eyes,0,138793
343,pointing,0,54729
344,purple_bow,0,29832
345,red_hairband,0,20107
346,sound_effects,0,17840
347,television,0,9639
348,witch_hat,0,89254
352,3girls,0,213577
353,:d,0,473651
354,:o,0,164217
355,arrow_(symbol),0,19637
356,outstretched_arms,0,57460
360,close-up,0,37815
361,copyright_name,0,96185
362,eighth_note,0,17277
363,microphone,0,42149
364,musical_note,0,43650
365,rabbit_ears,0,193494
369,ascot,0,118031
370,collared_shirt,0,334258
371,green_ascot,0,641
372,orange_skirt,0,8997
373,short_sleeves,0,511266
374,yellow_sweater_vest,0,1070
376,animal_print,0,53799
377,armor,0,176576
378,bowl,0,27558
379,chopsticks,0,21454
380,gauntlets,0,44885
381,rabbit_print,0,3553
382,rice,0,8306
383,rice_bowl,0,2866
384,sparkle,0,117311
388,blue_dress,0,98317
389,collar,0,161560
390,embarrassed,0,82811
391,forehead,0,37406
392,full_body,0,642945
393,kneeling,0,103261
394,leaning_back,0,17015
395,lifted_by_self,0,57453
396,navel,0,990967
397,parted_bangs,0,146447
398,thigh_strap,0,111333
404,brown_thighhighs,0,17445
405,chair,0,78853
406,doctor,0,1575
407,high_heels,0,166995
408,lab_coat,0,20376
409,lace,0,36107
410,lace-trimmed_legwear,0,11137
411,lace_trim,0,42809
412,office_chair,0,4762
413,on_chair,0,13660
414,pencil_skirt,0,32251
415,seiza,0,33223
416,swivel_chair,0,6203
417,wavy_hair,0,84990
418,4koma,0,93127
419,bed,0,95990
420,bookshelf,0,17065
421,curtains,0,55578
422,desk,0,34729
423,falling,0,9852
424,paper,0,24319
425,pillow,0,124690
426,silent_comic,0,16430
428,arm_support,0,83342
429,covered_nipples,0,144946
430,front-tie_top,0,37845
431,happy,0,74097
432,kneehighs,0,112865
433,purple_bra,0,6788
434,purple_panties,0,12726
435,thigh_gap,0,69882
436,underwear_only,0,59977
437,undressing,0,52562
441,bare_arms,0,119293
442,camisole,0,35037
443,knees_up,0,45145
444,midriff,0,263064
445,sleeveless,0,351337
446,white_camisole,0,6686
451,plaid,0,123058
456,apron,0,174422
457,blue_ascot,0,5010
458,blue_background,0,91581
459,frilled_apron,0,31870
460,frills,0,411056
461,grey_background,0,217201
462,grey_theme,0,1377
463,lips,0,127245
464,looking_away,0,63756
465,maid_apron,0,37844
466,medium_hair,0,284217
467,white_apron,0,51975
468,white_hair,0,579690
470,arms_around_neck,0,4210
471,clenched_teeth,0,54021
472,hug,0,101549
473,hug_from_behind,0,21496
474,short_twintails,0,50705
475,sunglasses,0,74545
480,breasts_squeezed_together,0,24393
481,sweat,0,434269
484,censored,0,394926
485,double_bun,0,106703
486,erection,0,80156
487,fellatio,0,57466
488,hair_bun,0,200565
489,mosaic_censoring,0,171666
490,oral,0,69185
491,small_penis,0,3313
494,blue_panties,0,21928
495,single_hair_bun,0,61992
496,topless,0,66238
499,covering_face,0,6512
500,covering_own_eyes,0,3298
501,crying,0,62810
502,feathered_wings,0,48645
503,frilled_sleeves,0,60156
504,frilled_socks,0,2493
505,headdress,0,14924
506,juliet_sleeves,0,55985
507,puffy_sleeves,0,288037
508,tears,0,214719
512,2005,0,550
513,butt_crack,0,22172
514,dated,0,156777
515,dressing,0,6404
516,no_pants,0,46509
517,panty_pull,0,45244
518,sideboob,0,103033
519,small_breasts,0,421626
520,zoom_layer,0,17975
524,^_^,0,90469
525,chibi,0,193868
526,dango,0,6597
527,food,0,369947
528,mini_person,0,26256
529,minigirl,0,22739
530,mouth_hold,0,71715
531,sanshoku_dango,0,2166
532,wagashi,0,11413
537,all_fours,0,51387
538,blue_hairband,0,13815
539,double_horizontal_stripe,0,920
540,red_sailor_collar,0,5002
541,trick_or_treat,0,2568
543,cameltoe,0,87823
544,open_clothes,0,394999
545,open_shirt,0,104583
546,outline,0,32402
547,pink_background,0,73902
548,pink_theme,0,9435
549,red_hair,0,433087
550,unworn_skirt,0,7602
551,white_bra,0,28937
553,green_panties,0,7866
554,lillian_girls'_academy_school_uniform,0,842
555,no_shoes,0,79055
556,wooden_chair,0,1180
560,artist_name,0,288952
561,black_gloves,0,340955
562,black_shorts,0,89158
563,day,0,299089
564,framed_breasts,0,4278
565,green_jacket,0,27291
566,jacket,0,722734
567,night,0,97715
568,open_jacket,0,178906
572,2boys,0,238702
573,adjusting_hair,0,18062
574,doyagao,0,2186
575,exhibitionism,0,6670
576,female_pubic_hair,0,76586
577,mismatched_pubic_hair,0,1937
578,multiple_boys,0,376321
579,one-piece_tan,0,10114
580,pubic_hair,0,117973
581,public_indecency,0,11541
582,pussy,0,318296
583,smug,0,17220
584,tan,0,50975
585,tanlines,0,27427
586,uncensored,0,112385
590,0_0,0,8369
591,cosplay,0,116332
592,grabbing,0,72515
593,grabbing_another's_breast,0,59188
594,train,0,4325
595,yuri,0,176978
601,flying_sweatdrops,0,72549
602,holding_wand,0,7292
603,wand,0,17794
605,lying,0,386307
606,on_back,0,217760
607,saliva,0,100913
608,sleeping,0,62334
609,zzz,0,8383
610,bent_over,0,54419
611,breast_press,0,44976
612,cockpit,0,2036
613,parody,0,70081
614,straddling,0,58725
615,voice_actor_connection,0,8735
617,cherry_blossoms,0,48229
618,finger_to_mouth,0,34328
619,fox_ears,0,122250
620,fox_tail,0,91188
621,multiple_tails,0,46357
622,no_headwear,0,35753
623,oil-paper_umbrella,0,12341
624,petals,0,113894
625,red_umbrella,0,2952
626,tabard,0,21267
627,umbrella,0,77714
630,black_footwear,0,219558
631,black_theme,0,1947
633,gears,0,5362
634,hair_between_eyes,0,945505
635,machine,0,1468
636,pencil_dress,0,2320
637,thigh_boots,0,77280
639,blouse,0,43455
640,french_braid,0,36354
642,black_socks,0,70010
643,blue_socks,0,5963
644,fighting_stance,0,19983
645,katana,0,56660
646,legs,0,136933
647,necktie,0,368253
648,ready_to_draw,0,1407
649,sword,0,238794
651,bonnet,0,8982
652,corset,0,37119
653,crossover,0,55808
654,frilled_collar,0,7723
655,kodona,0,1644
656,lolita_fashion,0,26369
657,no_heterochromia,0,353
658,porkpie_hat,0,3348
659,scissors,0,8000
660,siblings,0,89997
661,sisters,0,55144
662,style_parody,0,13602
663,twins,0,25494
664,watering_can,0,2324
665,wide_sleeves,0,221731
672,2000s_(style),0,1501
673,aqua_eyes,0,149241
674,character_name,0,167760
675,cloud,0,248589
676,walking,0,30973
680,!,0,31064
681,blue_thighhighs,0,15244
683,x_hair_ornament,0,60919
691,argyle_background,0,4852
692,blue_headwear,0,21664
693,low-tied_long_hair,0,36247
694,red_headwear,0,25058
696,costume_switch,0,6415
697,holding_book,0,35284
702,white_footwear,0,78576
704,gradient_hair,0,108769
705,impossible_clothes,0,24551
706,impossible_shirt,0,5217
707,multicolored_hair,0,519665
708,no_panties,0,88086
709,pink_thighhighs,0,8683
711,bar_censor,0,123184
712,from_behind,0,197845
713,garter_straps,0,74376
714,impossible_dress,0,2479
715,naughty_face,0,26287
716,skin_tight,0,36642
717,traditional_media,0,72697
719,black_border,0,12790
720,border,0,92999
721,closed_umbrella,0,5700
722,gap_(touhou),0,9056
723,hat_ribbon,0,58112
724,parasol,0,11094
725,trigram,0,1009
726,white_dress,0,206379
730,crystal,0,23500
731,fang,0,274202
732,laevatein_(touhou),0,3848
733,light_particles,0,41379
734,one_side_up,0,89011
735,pink_hat,0,7466
736,pink_panties,0,44371
737,pink_shirt,0,32452
738,puffy_short_sleeves,0,145946
739,red_ribbon,0,151513
740,red_vest,0,19102
741,side_ponytail,0,152620
742,skirt_set,0,41414
743,upskirt,0,30617
745,crotch_seam,0,14494
746,layered_sleeves,0,15366
747,thighhighs_over_pantyhose,0,1310
748,yellow_eyes,0,577168
751,alternate_costume,0,339527
752,enmaided,0,22263
753,hands_on_shoulders,0,795
754,underbust,0,17936
756,arm_garter,0,8294
757,cup,0,150480
758,indoors,0,289119
759,profile,0,105574
760,table,0,70998
761,teacup,0,28001
762,teapot,0,12122
763,transparent_background,0,72854
764,window,0,112901
768,anger_vein,0,41478
770,sideways_mouth,0,5524
771,sportswear,0,21269
772,sweatdrop,0,187590
776,black_capelet,0,9270
777,black_ribbon,0,109476
778,capelet,0,99936
779,fur-trimmed_capelet,0,8286
780,fur_trim,0,130688
781,hair_intakes,0,82661
782,half-closed_eyes,0,77832
783,large_bow,0,6112
784,looking_down,0,78737
785,pom_pom_(clothes),0,37824
789,bobby_socks,0,8431
790,brown_footwear,0,86214
791,clenched_hand,0,48144
792,from_above,0,83096
793,hands_up,0,143595
794,loafers,0,48945
795,red_border,0,1391
796,red_bow,0,172509
797,red_bowtie,0,51685
798,short_ponytail,0,29344
800,human_stacking,0,390
801,spread_legs,0,224165
802,take_your_pick,0,7028
804,breast_rest,0,8453
805,breasts_on_head,0,2018
806,mechanical_pencil,0,1864
807,one_eye_closed,0,366292
808,pencil,0,9911
809,blue_bow,0,92852
810,green_bow,0,33995
811,nose_blush,0,92376
812,on_side,0,76754
813,plaid_bow,0,6727
815,>:),0,12330
816,gothic_lolita,0,15816
817,inverted_cross,0,1672
819,layered_dress,0,11829
820,purple_dress,0,39625
821,ringed_eyes,0,15094
822,v-shaped_eyebrows,0,140867
825,brushing_teeth,0,1781
826,flat_ass,0,2884
827,hand_on_own_stomach,0,6964
828,toothbrush,0,3050
829,yellow_shirt,0,29086
833,charging_forward,0,431
834,light_rays,0,22318
835,loose_socks,0,9345
836,rabbit,0,24516
837,stuffed_animal,0,60509
838,stuffed_rabbit,0,13852
839,stuffed_toy,0,72113
840,sunbeam,0,9473
841,sunlight,0,66936
843,bird,0,89007
844,chimney,0,1400
845,coat,0,170122
846,front-print_panties,0,668
847,mittens,0,15105
848,outdoors,0,449130
849,penguin,0,6476
852,print_panties,0,7408
853,rooftop,0,4247
854,scarf,0,182927
855,snow,0,35327
856,snowing,0,22522
857,white_mittens,0,1187
858,winter,0,9743
859,winter_clothes,0,16142
863,black_pantyhose,0,147341
864,eraser,0,2745
865,oversized_object,0,8479
866,ranguage,0,8437
869,arms_around_waist,0,1197
870,hand_on_own_chest,0,51950
872,anal_beads,0,6224
873,bdsm,0,59621
874,beads,0,30689
875,belt_collar,0,6763
876,bondage,0,50826
877,bondage_outfit,0,2247
878,bound,0,69225
879,bound_arms,0,11716
880,box_tie,0,622
881,breasts_out,0,56347
882,checkered_floor,0,9377
883,crotch_zipper,0,816
884,dildo,0,19212
885,door,0,19392
886,doorknob,0,638
887,egg_vibrator,0,4647
888,enema,0,572
889,latex,0,8625
890,leash,0,21398
891,leather,0,11185
892,o-ring,0,37243
893,on_floor,0,21513
894,on_one_knee,0,11390
895,out_of_frame,0,29255
896,pubic_hair_peek,0,4410
897,pursed_lips,0,1221
898,red_collar,0,8398
899,red_thighhighs,0,13178
900,sex_toy,0,45342
901,stirrup_legwear,0,6147
902,toeless_legwear,0,15073
903,toenails,0,40663
904,toes,0,123376
905,too_many,0,4666
907,vibrator,0,20433
908,zipper,0,32715
911,against_wall,0,12840
912,arm_up,0,171490
913,blue_neckerchief,0,13202
914,blunt_bangs,0,235872
915,dutch_angle,0,106347
916,expressionless,0,91223
917,eyeshadow,0,36871
918,frown,0,89915
919,green_vest,0,9424
920,grey_skirt,0,38773
921,hand_up,0,274387
922,legs_together,0,26617
923,makeup,0,103536
924,neckerchief,0,137775
925,pocket,0,30632
928,aircraft,0,18129
929,arm_behind_head,0,29575
930,blood,0,103078
931,blue_sky,0,157247
932,from_side,0,179313
933,glint,0,22149
934,light_purple_hair,0,32818
935,nosebleed,0,10871
936,surprised,0,45743
937,ufo,0,2636
940,bush,0,15554
941,car,0,17089
942,car_interior,0,2878
943,holding_bag,0,15984
944,mirror,0,22741
945,motor_vehicle,0,38750
946,photo_background,0,5787
948,sleeve_cuffs,0,12581
949,squiggle,0,11757
950,tree,0,143554
952,armchair,0,5365
953,doll,0,19011
954,fork,0,19862
955,fruit,0,91521
956,name_connection,0,9784
957,object_namesake,0,3881
958,pink_dress,0,48180
959,red_footwear,0,51678
960,strawberry,0,20507
963,dress_bow,0,5600
964,hair_tubes,0,68787
967,bamboo_fence,0,283
968,bath,0,11387
969,bathing,0,12569
970,convenient_censoring,0,38355
971,convenient_leg,0,6158
972,covering_privates,0,42259
973,fence,0,20102
974,onsen,0,16404
975,towel,0,48325
983,jumping,0,21470
985,orange_vest,0,1267
986,v,0,118293
987,w,0,13232
988,waitress,0,13199
991,armored_dress,0,14410
992,blue_ribbon,0,60296
993,breastplate,0,22679
994,caliburn_(fate),0,750
995,cover,0,61950
996,cover_page,0,44092
997,doujin_cover,0,27576
998,english_text,0,181852
999,engrish_text,0,7420
1000,faulds,0,7217
1001,holding_sword,0,82891
1002,holding_weapon,0,205427
1003,legs_apart,0,30023
1004,reverse_grip,0,5467
1006,company_connection,0,6551
1007,crossdressing,0,29154
1008,o_o,0,22066
1009,otoko_no_ko,0,49575
1010,short_shorts,0,119349
1023,animal_ear_fluff,0,152758
1024,aqua_panties,0,1546
1025,bow_panties,0,38019
1026,colored_stripes,0,621
1027,kemonomimi_mode,0,28174
1028,orange_background,0,21790
1029,outside_border,0,36655
1030,striped_background,0,10844
1031,w_arms,0,4292
1032,white_border,0,53946
1035,6+girls,0,76269
1036,between_breasts,0,44083
1037,board_game,0,2238
1038,business_suit,0,5326
1039,chess,0,779
1040,everyone,0,13706
1041,formal,0,65674
1042,huge_breasts,0,175926
1043,suit,0,61973
1052,blue_sailor_collar,0,52666
1053,kita_high_school_uniform,0,12054
1054,winter_uniform,0,19659
1058,bottle,0,60804
1059,breast_hold,0,26571
1060,breast_milk,0,921
1061,brown_shirt,0,16059
1062,lactation,0,16870
1063,milk_bottle,0,2786
1065,white_skirt,0,71500
1069,2007,0,818
1070,after_anal,0,4667
1071,after_sex,0,32908
1072,anus,0,99743
1073,ass_focus,0,22380
1078,eyes_visible_through_hair,0,63121
1079,feet_out_of_frame,0,120183
1080,floor,0,4285
1081,gaping,0,3486
1082,heavy_breathing,0,32726
1083,lipstick,0,50659
1084,puffy_nipples,0,32998
1085,purple_lips,0,6722
1086,scowl,0,3794
1088,top-down_bottom-up,0,18258
1092,bottomless,0,85958
1093,maebari,0,5970
1094,see-through,0,129487
1096,belt,0,278320
1097,male_focus,0,531996
1098,striped_shirt,0,24944
1099,two-tone_hair,0,183184
1100,yaoi,0,52147
1106,confused,0,2711
1107,skull,0,24669
1108,panties_under_pantyhose,0,27109
1109,summer_uniform,0,16016
1111,white_one-piece_swimsuit,0,17687
1112,ainu_clothes,0,2816
1113,dog_ears,0,46551
1116,center_opening,0,18184
1117,stomach,0,221635
1118,text_focus,0,16905
1125,forest,0,31076
1126,nature,0,43094
1127,plant,0,60261
1128,shoulder_pads,0,8604
1131,2006,0,648
1132,golf_club,0,981
1133,purple_footwear,0,10995
1134,watermark,0,90466
1135,web_address,0,41607
1138,striped_sleeves,0,2799
1140,doughnut,0,9793
1141,eating,0,72769
1142,red_theme,0,9075
1143,sweets,0,2885
1144,thick_eyebrows,0,80656
1145,tray,0,31363
1150,striped,0,58665
1151,japanese_clothes,0,349547
1152,kimono,0,206763
1158,arm_guards,0,9076
1159,cropped_jacket,0,36595
1160,fingerless_gloves,0,219735
1161,magical_girl,0,64306
1162,scabbard,0,11535
1163,serious,0,24003
1164,sheath,0,44845
1165,waist_cape,0,7435
1178,alcohol,0,31841
1179,drunk,0,12682
1180,no_bra,0,94638
1181,sake,0,7275
1182,costume,0,4130
1183,shiny_clothes,0,24549
1187,geass,0,279
1190,from_below,0,70111
1193,striped_bikini,0,23429
1197,handjob,0,32224
1198,leaning_forward,0,99088
1199,saliva_trail,0,16646
1200,toilet,0,5096
1202,yellow_panties,0,4854
1209,asa_no_ha_(pattern),0,1575
1210,new_year,0,24732
1211,red_kimono,0,14490
1213,4boys,0,27306
1214,arms_on_table,0,385
1215,chain,0,84295
1216,cigarette,0,27151
1217,comic_sans,0,296
1218,drinking_glass,0,33470
1219,facial_hair,0,100620
1220,gakuran,0,17343
1222,looking_at_another,0,199690
1223,mustache,0,21608
1224,poker,0,324
1225,poker_chip,0,1997
1238,axe,0,12223
1240,grey_eyes,0,140757
1241,gun,0,124695
1242,handgun,0,32668
1246,ass_visible_through_thighs,0,79669
1251,facial_mark,0,79701
1252,forehead_mark,0,20753
1253,mature_female,0,24880
1254,sexual_coaching,0,756
1255,short_eyebrows,0,21704
1262,beach,0,77266
1263,bracelet,0,157872
1264,covering_breasts,0,19370
1265,ocean,0,85370
1266,sun,0,17978
1267,wardrobe_malfunction,0,8350
1272,black_panties,0,117049
1275,aged_down,0,56237
1276,fat_mons,0,6614
1277,hose,0,5275
1278,partially_visible_vulva,0,17479
1279,wet_clothes,0,43573
1281,content_rating,0,8088
1282,clothed_masturbation,0,2068
1283,female_masturbation,0,24589
1284,masturbation,0,32383
1285,pussy_juice,0,96378
1287,back,0,80336
1291,boxing_gloves,0,2557
1292,sneakers,0,52431
1293,wince,0,14747
1297,breast_poke,0,961
1298,poking,0,5213
1299,shinai,0,1300
1304,alternate_form,0,2627
1305,assisted_rape,0,664
1306,clitoris,0,18167
1307,demon_horns,0,64539
1308,fishnets,0,50003
1309,forehead_protector,0,6604
1310,futa_with_female,0,12032
1311,futanari,0,28226
1312,horns,0,383812
1313,quad_tails,0,4359
1314,rape,0,27567
1320,sitting_on_stairs,0,1993
1321,stairs,0,22087
1323,cookie,0,9068
1324,tea,0,10719
1327,christmas,0,41251
1328,santa_costume,0,27672
1329,white_gloves,0,247795
1339,black_nails,0,56473
1340,goth_fashion,0,4454
1341,nail_polish,0,199113
1342,striped_thighhighs,0,52551
1344,couple,0,56936
1345,drink,0,20212
1346,family,0,6261
1347,father_and_daughter,0,6579
1348,spill,0,3591
1355,bathtub,0,8240
1356,blue_one-piece_swimsuit,0,25606
1358,bubble,0,28541
1359,clothed_female_nude_male,0,32304
1360,faceless,0,35726
1361,faceless_male,0,26960
1362,girl_on_top,0,55182
1363,hand_on_another's_back,0,3834
1364,hand_on_another's_head,0,27506
1365,happy_sex,0,14086
1366,mixed-sex_bathing,0,5903
1367,one-piece_swimsuit_pull,0,5289
1368,shared_bathing,0,7414
1369,sitting_on_lap,0,8907
1370,sitting_on_person,0,19391
1371,soap_bubbles,0,5157
1372,tile_floor,0,12289
1373,tiles,0,19603
1374,upright_straddle,0,4124
1379,eye_contact,0,35914
1386,cuddling,0,2287
1387,holding_hands,0,84988
1388,showering,0,4347
1389,steam,0,46672
1393,:3,0,95325
1394,bedroom,0,11514
1395,hands,0,21063
1396,no_eyes,0,7693
1397,on_stomach,0,55879
1398,reading,0,15123
1402,5girls,0,52655
1408,6+boys,0,27536
1409,science,0,271
1413,flower,0,522113
1414,flower_pot,0,3518
1415,pink_flower,0,42669
1416,potted_plant,0,16736
1419,afterglow,0,949
1420,cube_hair_ornament,0,7464
1421,head_rest,0,26177
1425,chasing,0,2257
1426,evening,0,6484
1427,food_in_mouth,0,15181
1428,running,0,26137
1429,taiyaki,0,2451
1435,clothed_male_nude_female,0,7369
1436,holding_another's_arm,0,4196
1437,kiss,0,48119
1440,dog_girl,0,21186
1441,dog_tail,0,26502
1442,print_eyepatch,0,320
1448,fingering,0,28251
1455,train_interior,0,6360
1457,bed_sheet,0,84776
1458,doggystyle,0,26945
1460,sheet_grab,0,8355
1465,bare_legs,0,113731
1466,fish,0,32102
1467,goldfish,0,3531
1468,soles,0,85912
1469,straw_doll,0,320
1470,tatami,0,14153
1474,photo_(medium),0,14216
1476,garter_belt,0,26416
1478,zenra,0,516
1479,blue_kimono,0,19875
1480,branch,0,19467
1481,leg_tattoo,0,6700
1482,painting_(object),0,4865
1483,tattoo,0,107908
1486,ass_grab,0,25722
1487,legs_up,0,30813
1488,rope,0,44972
1491,age_difference,0,28364
1492,breast_sucking,0,10186
1493,onee-loli,0,1972
1495,doll_joints,0,7133
1496,joints,0,14486
1498,dancing,0,12066
1504,blur_censor,0,2890
1505,bra_lift,0,8808
1506,grabbing_from_behind,0,18146
1508,bra_pull,0,6563
1510,hands_on_another's_head,0,2575
1511,head_grab,0,2945
1512,licking,0,35624
1514,swallowing,0,564
1516,spoken_musical_note,0,7251
1517,spoken_question_mark,0,15500
1518,stuffed_lion,0,403
1519,female_orgasm,0,7622
1520,gattai,0,277
1522,orgasm,0,13885
1526,cellphone,0,64490
1527,flip_phone,0,1874
1528,phone,0,79729
1529,holding_gun,0,52280
1530,jaggy_lines,0,7893
1531,orange_footwear,0,4052
1532,orange_gloves,0,3633
1533,twisted_torso,0,7027
1534,upper_teeth_only,0,109355
1536,magic_circle,0,9816
1537,ofuda,0,21008
1538,upside-down,0,22699
1541,energy,0,5968
1542,frilled_skirt,0,62969
